Side, Time
RN,15648547RF,15649795LN,15649826LF,15649927LN,15650056LF,15650182RN,15650217RF,15650544LN,15650577LF,15650654LN,15650781LF,15650932RN,15650968RF,15651293LN,15651328LF,15651398LN,15651499LF,15651680RN,15651718RF,15652040LN,15652078LF,15652126LN,15652226LF,15652427RN,15652467RF,15652786LN,15652826LF,15652868LN,15652941LF,15653173RN,15653214RF,15653531LN,15653573LF,15653918RN,15653961RF,15654275LN,15654318RN,15654472RF,15654478LF,15654662RN,15654707RF,15655017LN,15655062RN,15655180RF,15655182RN,15655183RF,15655204LF,15655405RN,15655451RF,15655759LN,15655805LF,15656148RN,15656195RF,15656501LN,15656545LF,15656889RN,15656939RF,15657241LN,15657288LF,15657631RN,15657681RF,15657982LN,15658029LF,15658371RN,15658423RF,15658722LN,15658770LF,15658920LN,15659005LF,15659111RN,15659165RF,15659461LN,15659511LF,15659653LN,15659706RN,15659741RF,15659798LF,15659851RN,15659907RF,15660199LN,15660251RN,15660397RF,15660529LF,15660590RN,15660648RF,15660937LN,15660991RN,15661086RF,15661248LF,15661328RN,15661388RF,15661675LN,15661730RN,15661813RF,15661993LF,15662066RN,15662128RF,15662412LN,15662469RN,15662574RF,15662774LF,15662804RN,15662868RF,15663149LN,15663207RN,15663300RF,15663511LF,15663541RN,15663607RF,15663885LN,15663945RN,15664057RF,15664251LF,15664278RN,15664346RF,15664620LN,15664683RN,15664769RF,15664989LF,15665014RN,15665085RF,15665356LN,15665420RN,15665500
